namestate,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Georgia,GA,13,1995,3.83,236.58,110.24,78.05
Georgia,GA,13,1996,3.9,245.8,114.54,81.09
Georgia,GA,13,1997,4.35,256.5,119.52,84.62
Georgia,GA,13,1998,4.71,268.58,125.15,88.61
Georgia,GA,13,1999,5.44,283.2,131.97,93.43
Georgia,GA,13,2000,7.03,303.12,141.25,100
Georgia,GA,13,2001,5.93,321.09,149.62,105.93
Georgia,GA,13,2002,3.55,332.49,154.94,109.69
Georgia,GA,13,2003,2,339.14,158.04,111.89
Georgia,GA,13,2004,3.97,352.62,164.32,116.33
Georgia,GA,13,2005,5.23,371.05,172.9,122.41
Georgia,GA,13,2006,4.49,387.71,180.67,127.91
Georgia,GA,13,2007,2.39,396.97,184.98,130.96
Georgia,GA,13,2008,-2.09,388.69,181.12,128.23
Georgia,GA,13,2009,-5.09,368.92,171.91,121.71
Georgia,GA,13,2010,-8.35,338.12,157.56,111.55
Georgia,GA,13,2011,-7.41,313.06,145.88,103.28
Georgia,GA,13,2012,-5.09,297.13,138.46,98.03
Georgia,GA,13,2013,3.73,308.2,143.62,101.68
Georgia,GA,13,2014,7.55,331.47,154.46,109.35
Georgia,GA,13,2015,5.66,350.23,163.2,115.54
Georgia,GA,13,2016,5.81,370.57,172.68,122.25
Georgia,GA,13,2017,6.04,392.96,183.11,129.64
Georgia,GA,13,2018,7.46,422.28,196.77,139.31
Georgia,GA,13,2019,5.04,443.57,206.7,146.34
Georgia,GA,13,2020,4.05,461.55,215.07,152.27
Hawaii,HI,15,1975,0,100,25.3,25.65
Hawaii,HI,15,1976,-2.06,97.94,24.78,25.13
Hawaii,HI,15,1977,7.32,105.11,26.59,26.96
Hawaii,HI,15,1978,12.07,117.79,29.8,30.22
Hawaii,HI,15,1979,25.88,148.27,37.51,38.04
Hawaii,HI,15,1980,20.91,179.27,45.36,45.99
Hawaii,HI,15,1981,-4.15,171.83,43.47,44.08
Hawaii,HI,15,1982,3.18,177.29,44.86,45.48
Hawaii,HI,15,1983,7.44,190.48,48.19,48.87
Hawaii,HI,15,1984,3.5,197.15,49.88,50.58
Hawaii,HI,15,1985,3.75,204.54,51.75,52.47
Hawaii,HI,15,1986,3.92,212.55,53.78,54.53
Hawaii,HI,15,1987,6.75,226.9,57.41,58.21
Hawaii,HI,15,1988,16.68,264.73,66.98,67.92
Hawaii,HI,15,1989,23.65,327.35,82.82,83.98
Hawaii,HI,15,1990,20.74,395.25,100,101.4
Hawaii,HI,15,1991,9.89,434.33,109.89,111.42
Hawaii,HI,15,1992,0.8,437.8,110.76,112.32
Hawaii,HI,15,1993,-0.02,437.73,110.75,112.3
Hawaii,HI,15,1994,-0.22,436.77,110.5,112.05
Hawaii,HI,15,1995,-1.79,428.97,108.53,110.05
Hawaii,HI,15,1996,-3.86,412.41,104.34,105.8
Hawaii,HI,15,1997,-7.72,380.57,96.28,97.63
Hawaii,HI,15,1998,-0.31,379.4,95.99,97.33
Hawaii,HI,15,1999,-0.42,377.82,95.59,96.93
Hawaii,HI,15,2000,3.17,389.8,98.62,100
Hawaii,HI,15,2001,7.4,418.63,105.91,107.4
Hawaii,HI,15,2002,6.71,446.72,113.02,114.6
Hawaii,HI,15,2003,9.06,487.18,123.26,124.98
Hawaii,HI,15,2004,19.75,583.37,147.59,149.66
Hawaii,HI,15,2005,25.27,730.77,184.89,187.48
Hawaii,HI,15,2006,14.37,835.76,211.45,214.41
Hawaii,HI,15,2007,1.98,852.32,215.64,218.66
Hawaii,HI,15,2008,-3.25,824.6,208.62,211.55
Hawaii,HI,15,2009,-10.01,742.07,187.74,190.37
Hawaii,HI,15,2010,-4.1,711.66,180.05,182.57
Hawaii,HI,15,2011,-1.83,698.63,176.75,179.23
Hawaii,HI,15,2012,0.71,703.61,178.01,180.51
Hawaii,HI,15,2013,4.63,736.2,186.26,188.87
Hawaii,HI,15,2014,7.9,794.35,200.97,203.79
Hawaii,HI,15,2015,5.56,838.51,212.14,215.11
Hawaii,HI,15,2016,6.45,892.56,225.82,228.98
Hawaii,HI,15,2017,4.01,928.32,234.87,238.16
Hawaii,HI,15,2018,4.64,971.36,245.76,249.2
Hawaii,HI,15,2019,2.86,999.1,252.77,256.31
Hawaii,HI,15,2020,0.34,1002.46,253.62,257.17
Idaho,ID,16,1975,0,100,50.23,32.89
Idaho,ID,16,1976,7.25,107.25,53.87,35.28
Idaho,ID,16,1977,11.28,119.35,59.95,39.26
Idaho,ID,16,1978,17.06,139.71,70.17,45.95
Idaho,ID,16,1979,8.96,152.23,76.46,50.07
Idaho,ID,16,1980,5.35,160.37,80.55,52.75
Idaho,ID,16,1981,2.16,163.83,82.28,53.89
Idaho,ID,16,1982,1.55,166.36,83.56,54.72
Idaho,ID,16,1983,2.8,171.02,85.9,56.25
Idaho,ID,16,1984,2.13,174.66,87.73,57.45
Idaho,ID,16,1985,1.9,177.99,89.4,58.54
Idaho,ID,16,1986,0.94,179.65,90.23,59.09
Idaho,ID,16,1987,-0.82,178.19,89.5,58.61
Idaho,ID,16,1988,-0.41,177.46,89.13,58.37
Idaho,ID,16,1989,4.76,185.91,93.38,61.15
Idaho,ID,16,1990,7.09,199.1,100,65.49
Idaho,ID,16,1991,5.28,209.61,105.28,68.94
Idaho,ID,16,1992,5.3,220.72,110.86,72.6
Idaho,ID,16,1993,8.36,239.18,120.13,78.67
Idaho,ID,16,1994,6.14,253.86,127.51,83.5
Idaho,ID,16,1995,6.56,270.51,135.87,88.97
Idaho,ID,16,1996,2.46,277.17,139.21,91.17
Idaho,ID,16,1997,2.67,284.56,142.92,93.6
Idaho,ID,16,1998,2.46,291.57,146.45,95.9
Idaho,ID,16,1999,1.95,297.27,149.31,97.78
Idaho,ID,16,2000,2.27,304.03,152.7,100
Idaho,ID,16,2001,4.24,316.92,159.18,104.24
Idaho,ID,16,2002,2.48,324.77,163.12,106.82
Idaho,ID,16,2003,2.35,332.39,166.95,109.33
Idaho,ID,16,2004,6.45,353.82,177.71,116.38
Idaho,ID,16,2005,14.95,406.73,204.29,133.78
Idaho,ID,16,2006,16.21,472.66,237.4,155.47
Idaho,ID,16,2007,5.49,498.61,250.43,164
Idaho,ID,16,2008,-2.14,487.93,245.07,160.49
Idaho,ID,16,2009,-7.54,451.16,226.6,148.39
Idaho,ID,16,2010,-10.61,403.29,202.56,132.65
Idaho,ID,16,2011,-8.54,368.86,185.26,121.32
Idaho,ID,16,2012,0.06,369.08,185.37,121.4
Idaho,ID,16,2013,5.12,387.98,194.87,127.61
Idaho,ID,16,2014,6.73,414.08,207.98,136.2
Idaho,ID,16,2015,5.64,437.42,219.7,143.88
Idaho,ID,16,2016,7,468.05,235.09,153.95
Idaho,ID,16,2017,9.19,511.05,256.68,168.09
Idaho,ID,16,2018,11.55,570.07,286.33,187.51
Idaho,ID,16,2019,9.84,626.19,314.52,205.97
Idaho,ID,16,2020,8.84,681.56,342.32,224.18
Illinois,IL,17,1975,0,100,39.6,28.11
Illinois,IL,17,1976,9.75,109.75,43.46,30.85
Illinois,IL,17,1977,16.55,127.9,50.65,35.95
Illinois,IL,17,1978,17.26,149.97,59.39,42.16
Illinois,IL,17,1979,3.31,154.93,61.35,43.55
Illinois,IL,17,1980,0.55,155.78,61.69,43.79
Illinois,IL,17,1981,3.77,161.65,64.01,45.44
Illinois,IL,17,1982,-9.41,146.44,57.99,41.16
Illinois,IL,17,1983,10.83,162.3,64.27,45.62
Illinois,IL,17,1984,5.35,170.98,67.71,48.06
Illinois,IL,17,1985,4.12,178.02,70.5,50.04
Illinois,IL,17,1986,5.84,188.42,74.62,52.96
Illinois,IL,17,1987,7.71,202.95,80.37,57.05
Illinois,IL,17,1988,10.33,223.92,88.67,62.94
Illinois,IL,17,1989,7.76,241.28,95.55,67.82
Illinois,IL,17,1990,4.66,252.53,100,70.98
Illinois,IL,17,1991,3.19,260.58,103.19,73.25
Illinois,IL,17,1992,2.47,267.01,105.73,75.05
Illinois,IL,17,1993,2.65,274.07,108.53,77.04
Illinois,IL,17,1994,3.61,283.97,112.45,79.82
Illinois,IL,17,1995,4.55,296.9,117.57,83.45
Illinois,IL,17,1996,2.93,305.61,121.02,85.9
Illinois,IL,17,1997,2.96,314.67,124.61,88.45
Illinois,IL,17,1998,2.12,321.33,127.25,90.32
Illinois,IL,17,1999,3.57,332.81,131.79,93.55
Illinois,IL,17,2000,6.9,355.76,140.88,100
Illinois,IL,17,2001,5.41,375,148.5,105.41
Illinois,IL,17,2002,4.83,393.12,155.67,110.5
Illinois,IL,17,2003,3.42,406.58,161,114.29
Illinois,IL,17,2004,7.45,436.86,173,122.8
Illinois,IL,17,2005,8.96,475.99,188.49,133.8
Illinois,IL,17,2006,5.61,502.7,199.07,141.3
Illinois,IL,17,2007,1.27,509.07,201.59,143.09
Illinois,IL,17,2008,-3.05,493.54,195.44,138.73
Illinois,IL,17,2009,-8.27,452.72,179.28,127.25
Illinois,IL,17,2010,-6.36,423.92,167.87,119.16
Illinois,IL,17,2011,-5.22,401.8,159.11,112.94
Illinois,IL,17,2012,-2.85,390.37,154.58,109.73
Illinois,IL,17,2013,0.22,391.21,154.92,109.97
Illinois,IL,17,2014,3.77,405.94,160.75,114.11
Illinois,IL,17,2015,2.74,417.06,165.16,117.23
Illinois,IL,17,2016,2.7,428.33,169.62,120.4
Illinois,IL,17,2017,2.68,439.82,174.17,123.63
Illinois,IL,17,2018,2.38,450.29,178.31,126.57
Illinois,IL,17,2019,2.08,459.64,182.02,129.2
Illinois,IL,17,2020,1.14,464.86,184.08,130.67
Indiana,IN,18,1975,0,100,45.21,31.43
Indiana,IN,18,1976,4.37,104.37,47.18,32.81
Indiana,IN,18,1977,12.01,116.9,52.85,36.75
Indiana,IN,18,1978,16.16,135.79,61.39,42.68
Indiana,IN,18,1979,13.21,153.72,69.49,48.32
Indiana,IN,18,1980,5.12,161.58,73.05,50.79
Indiana,IN,18,1981,4.14,168.27,76.07,52.89
Indiana,IN,18,1982,-4.98,159.89,72.28,50.26
Indiana,IN,18,1983,6.2,169.81,76.77,53.38
Indiana,IN,18,1984,1.78,172.83,78.13,54.33
Indiana,IN,18,1985,3.22,178.39,80.65,56.08
Indiana,IN,18,1986,4.5,186.41,84.27,58.6
Indiana,IN,18,1987,4.16,194.16,87.78,61.03
Indiana,IN,18,1988,5.63,205.09,92.72,64.47
Indiana,IN,18,1989,4.58,214.49,96.97,67.42
Indiana,IN,18,1990,3.13,221.2,100,69.53
Indiana,IN,18,1991,3.49,228.92,103.49,71.96
Indiana,IN,18,1992,2.88,235.51,106.47,74.03
Indiana,IN,18,1993,3.11,242.84,109.78,76.34
Indiana,IN,18,1994,3.91,252.33,114.08,79.32
Indiana,IN,18,1995,5.38,265.91,120.21,83.59
Indiana,IN,18,1996,4.21,277.09,125.27,87.1
Indiana,IN,18,1997,4.05,288.31,130.34,90.63
Indiana,IN,18,1998,3.36,297.98,134.71,93.67
Indiana,IN,18,1999,2.93,306.73,138.67,96.42
Indiana,IN,18,2000,3.71,318.12,143.82,100
Indiana,IN,18,2001,4.14,331.29,149.77,104.14
Indiana,IN,18,2002,1.89,337.56,152.61,106.11
Indiana,IN,18,2003,1.28,341.89,154.56,107.47
Indiana,IN,18,2004,2.32,349.81,158.14,109.96
Indiana,IN,18,2005,3.43,361.79,163.56,113.73
Indiana,IN,18,2006,1.78,368.25,166.48,115.76
Indiana,IN,18,2007,1.09,372.26,168.29,117.02
Indiana,IN,18,2008,-0.68,369.72,167.14,116.22
Indiana,IN,18,2009,-2.26,361.36,163.36,113.59
Indiana,IN,18,2010,-2.51,352.28,159.26,110.74
Indiana,IN,18,2011,-1.86,345.71,156.29,108.67
Indiana,IN,18,2012,-0.68,343.37,155.23,107.94
Indiana,IN,18,2013,1.05,346.96,156.86,109.07
Indiana,IN,18,2014,2.35,355.11,160.54,111.63
Indiana,IN,18,2015,3.07,366,165.46,115.05
Indiana,IN,18,2016,3.47,378.71,171.21,119.05
Indiana,IN,18,2017,4.42,395.44,178.77,124.31
Indiana,IN,18,2018,6.64,421.7,190.65,132.56
Indiana,IN,18,2019,4.71,441.57,199.63,138.81
Indiana,IN,18,2020,4.22,460.22,208.06,144.67
Iowa,IA,19,1975,0,100,53.18,34.21
Iowa,IA,19,1976,12.69,112.69,59.93,38.55
Iowa,IA,19,1977,12.2,126.44,67.24,43.25
Iowa,IA,19,1978,14.39,144.64,76.92,49.47
Iowa,IA,19,1979,9.62,158.55,84.32,54.23
Iowa,IA,19,1980,0.8,159.83,85,54.67
Iowa,IA,19,1981,-2.91,155.17,82.52,53.08
Iowa,IA,19,1982,-3.67,149.48,79.49,51.13
Iowa,IA,19,1983,6.95,159.86,85.01,54.68
Iowa,IA,19,1984,0.99,161.44,85.85,55.22
Iowa,IA,19,1985,1.29,163.52,86.96,55.93
Iowa,IA,19,1986,1.01,165.17,87.83,56.5
Iowa,IA,19,1987,0.7,166.33,88.45,56.89
Iowa,IA,19,1988,2.26,170.09,90.45,58.18
Iowa,IA,19,1989,5.49,179.43,95.42,61.38
Iowa,IA,19,1990,4.8,188.04,100,64.32
Iowa,IA,19,1991,4.13,195.81,104.13,66.98
Iowa,IA,19,1992,3.18,202.03,107.44,69.11
Iowa,IA,19,1993,4.86,211.85,112.66,72.46
Iowa,IA,19,1994,5.78,224.09,119.17,76.65
Iowa,IA,19,1995,6.56,238.78,126.98,81.68
Iowa,IA,19,1996,3.84,247.94,131.85,84.81
Iowa,IA,19,1997,3.93,257.69,137.04,88.15
Iowa,IA,19,1998,4.19,268.5,142.79,91.84
Iowa,IA,19,1999,3.87,278.89,148.31,95.4
Iowa,IA,19,2000,4.83,292.35,155.47,100
Iowa,IA,19,2001,4.61,305.82,162.63,104.61
Iowa,IA,19,2002,2.76,314.27,167.13,107.5
Iowa,IA,19,2003,2.25,321.34,170.88,109.92
Iowa,IA,19,2004,4.21,334.86,178.08,114.54
Iowa,IA,19,2005,4.71,350.64,186.47,119.94
Iowa,IA,19,2006,2.77,360.36,191.64,123.27
Iowa,IA,19,2007,1.77,366.74,195.03,125.45
Iowa,IA,19,2008,0.39,368.18,195.79,125.94
Iowa,IA,19,2009,-0.56,366.12,194.7,125.24
Iowa,IA,19,2010,-1.07,362.21,192.62,123.9
Iowa,IA,19,2011,-0.6,360.04,191.47,123.15
Iowa,IA,19,2012,0.39,361.44,192.21,123.64
Iowa,IA,19,2013,1.33,366.26,194.78,125.28
Iowa,IA,19,2014,2.31,374.72,199.28,128.18
Iowa,IA,19,2015,2.63,384.57,204.51,131.55
Iowa,IA,19,2016,3.43,397.77,211.53,136.06
Iowa,IA,19,2017,3.82,412.96,219.61,141.26
Iowa,IA,19,2018,3.76,428.47,227.86,146.56
Iowa,IA,19,2019,2.63,439.75,233.86,150.42
Iowa,IA,19,2020,2,448.56,238.54,153.43
Kansas,KS,20,1975,0,100,53.66,36.12
Kansas,KS,20,1976,8,108,57.95,39.01
Kansas,KS,20,1977,11.96,120.92,64.88,43.67
Kansas,KS,20,1978,12.05,135.49,72.7,48.93
Kansas,KS,20,1979,10.05,149.1,80,53.85
Kansas,KS,20,1980,6.9,159.38,85.52,57.56
Kansas,KS,20,1981,1.77,162.2,87.03,58.58
Kansas,KS,20,1982,2.39,166.08,89.11,59.98
Kansas,KS,20,1983,2.84,170.79,91.64,61.68
Kansas,KS,20,1984,0.72,172.02,92.3,62.13
Kansas,KS,20,1985,0.5,172.89,92.77,62.44
Kansas,KS,20,1986,3.11,178.26,95.65,64.38
Kansas,KS,20,1987,1.95,181.73,97.51,65.64
Kansas,KS,20,1988,0.94,183.44,98.43,66.25
Kansas,KS,20,1989,1.43,186.05,99.83,67.2
Kansas,KS,20,1990,0.17,186.37,100,67.31
Kansas,KS,20,1991,0.91,188.06,100.91,67.92
Kansas,KS,20,1992,1.88,191.59,102.8,69.2
Kansas,KS,20,1993,2.62,196.62,105.5,71.01
Kansas,KS,20,1994,5.58,207.6,111.39,74.98
Kansas,KS,20,1995,6.44,220.97,118.56,79.81
Kansas,KS,20,1996,3.92,229.63,123.21,82.94
Kansas,KS,20,1997,4.39,239.71,128.62,86.58
Kansas,KS,20,1998,4.04,249.39,133.81,90.07
Kansas,KS,20,1999,4.81,261.38,140.25,94.4
Kansas,KS,20,2000,5.93,276.88,148.56,100
Kansas,KS,20,2001,4.7,289.89,155.54,104.7
Kansas,KS,20,2002,3.42,299.79,160.86,108.28
Kansas,KS,20,2003,1.91,305.51,163.92,110.34
Kansas,KS,20,2004,3.93,317.53,170.37,114.68
Kansas,KS,20,2005,4.33,331.28,177.75,119.65
Kansas,KS,20,2006,3.34,342.32,183.68,123.64
Kansas,KS,20,2007,2.18,349.78,187.68,126.33
Kansas,KS,20,2008,-0.25,348.91,187.21,126.01
Kansas,KS,20,2009,-1.24,344.59,184.89,124.45
Kansas,KS,20,2010,-1.18,340.52,182.71,122.98
Kansas,KS,20,2011,-1.74,334.58,179.53,120.84
Kansas,KS,20,2012,-0.52,332.84,178.59,120.21
Kansas,KS,20,2013,0.92,335.89,180.23,121.31
Kansas,KS,20,2014,2.81,345.33,185.29,124.72
Kansas,KS,20,2015,2.99,355.66,190.84,128.45
Kansas,KS,20,2016,3.97,369.76,198.4,133.55
Kansas,KS,20,2017,4.41,386.07,207.15,139.44
Kansas,KS,20,2018,5.1,405.75,217.71,146.54
Kansas,KS,20,2019,3.49,419.92,225.32,151.66
Kansas,KS,20,2020,4.18,437.49,234.74,158.01
Kentucky,KY,21,1975,0,100,46.24,31.1
Kentucky,KY,21,1976,3.99,103.99,48.09,32.34
Kentucky,KY,21,1977,9.22,113.58,52.52,35.32
Kentucky,KY,21,1978,15.25,130.9,60.53,40.71
Kentucky,KY,21,1979,12.23,146.91,67.94,45.69
Kentucky,KY,21,1980,5.27,154.66,71.52,48.1
Kentucky,KY,21,1981,2.59,158.66,73.37,49.34
Kentucky,KY,21,1982,2.12,162.02,74.92,50.39
Kentucky,KY,21,1983,2.93,166.77,77.12,51.87
Kentucky,KY,21,1984,2.07,170.23,78.72,52.94
Kentucky,KY,21,1985,3.13,175.55,81.18,54.6
Kentucky,KY,21,1986,3.66,181.98,84.16,56.6
Kentucky,KY,21,1987,4.15,189.53,87.65,58.94
Kentucky,KY,21,1988,6.15,201.18,93.04,62.57
Kentucky,KY,21,1989,4.72,210.67,97.42,65.52
Kentucky,KY,21,1990,2.64,216.24,100,67.25
Kentucky,KY,21,1991,2.75,222.19,102.75,69.1
Kentucky,KY,21,1992,2.65,228.09,105.48,70.94
Kentucky,KY,21,1993,3.09,235.13,108.73,73.13
Kentucky,KY,21,1994,5.28,247.55,114.48,76.99
Kentucky,KY,21,1995,6.05,262.53,121.41,81.65
Kentucky,KY,21,1996,3.88,272.73,126.12,84.82
Kentucky,KY,21,1997,4.3,284.46,131.55,88.47
Kentucky,KY,21,1998,3.5,294.4,136.14,91.56
Kentucky,KY,21,1999,4.01,306.2,141.6,95.23
Kentucky,KY,21,2000,5.01,321.54,148.69,100
Kentucky,KY,21,2001,4.06,334.6,154.74,104.06
Kentucky,KY,21,2002,2.52,343.04,158.64,106.69
Kentucky,KY,21,2003,2.35,351.09,162.36,109.19
Kentucky,KY,21,2004,4.21,365.87,169.19,113.79
Kentucky,KY,21,2005,5.07,384.41,177.77,119.55
Kentucky,KY,21,2006,3.24,396.87,183.53,123.43
Kentucky,KY,21,2007,2,404.8,187.2,125.9
Kentucky,KY,21,2008,0.46,406.66,188.06,126.47
Kentucky,KY,21,2009,-1.55,400.36,185.15,124.52
Kentucky,KY,21,2010,-1.4,394.75,182.55,122.77
Kentucky,KY,21,2011,-1.55,388.65,179.73,120.87
Kentucky,KY,21,2012,-0.17,387.98,179.42,120.67
Kentucky,KY,21,2013,0.6,390.32,180.5,121.39
Kentucky,KY,21,2014,1.7,396.95,183.57,123.45
Kentucky,KY,21,2015,2.79,408.02,188.69,126.9
Kentucky,KY,21,2016,3.88,423.84,196,131.82
Kentucky,KY,21,2017,4.79,444.13,205.38,138.13
Kentucky,KY,21,2018,4.48,464.03,214.59,144.32
Kentucky,KY,21,2019,3.57,480.59,222.25,149.47
Kentucky,KY,21,2020,3.83,498.99,230.76,155.19
Louisiana,LA,22,1975,0,100,52.67,34.61
Louisiana,LA,22,1976,9.9,109.9,57.88,38.04
Louisiana,LA,22,1977,10.32,121.24,63.86,41.97
Louisiana,LA,22,1978,16.36,141.08,74.3,48.83
Louisiana,LA,22,1979,22.18,172.37,90.78,59.66
Louisiana,LA,22,1980,8.94,187.78,98.9,65
Louisiana,LA,22,1981,10.65,207.78,109.43,71.92
Louisiana,LA,22,1982,3.2,214.44,112.94,74.22
Louisiana,LA,22,1983,0.9,216.37,113.96,74.89
Louisiana,LA,22,1984,0.34,217.11,114.35,75.15
Louisiana,LA,22,1985,-3.23,210.1,110.65,72.72
Louisiana,LA,22,1986,-1.3,207.37,109.22,71.78
Louisiana,LA,22,1987,-4.04,199,104.81,68.88
Louisiana,LA,22,1988,-6.58,185.9,97.91,64.35
Louisiana,LA,22,1989,0.76,187.32,98.66,64.84
Louisiana,LA,22,1990,1.36,189.87,100,65.72
Louisiana,LA,22,1991,2.79,195.16,102.79,67.55
Louisiana,LA,22,1992,3.86,202.7,106.76,70.16
Louisiana,LA,22,1993,4.36,211.53,111.41,73.22
Louisiana,LA,22,1994,5.81,223.83,117.89,77.47
Louisiana,LA,22,1995,4.99,235,123.77,81.34
Louisiana,LA,22,1996,4.47,245.5,129.3,84.97
Louisiana,LA,22,1997,4.56,256.69,135.19,88.85
Louisiana,LA,22,1998,4.15,267.33,140.8,92.53
Louisiana,LA,22,1999,3.88,277.7,146.26,96.12
Louisiana,LA,22,2000,4.04,288.91,152.16,100
Louisiana,LA,22,2001,4.47,301.82,158.96,104.47
Louisiana,LA,22,2002,3.22,311.54,164.08,107.83
Louisiana,LA,22,2003,3.33,321.91,169.54,111.42
Louisiana,LA,22,2004,5.11,338.36,178.21,117.12
Louisiana,LA,22,2005,6.45,360.19,189.7,124.67
Louisiana,LA,22,2006,10.87,399.33,210.32,138.22
Louisiana,LA,22,2007,4.59,417.64,219.96,144.56
Louisiana,LA,22,2008,0.16,418.3,220.31,144.78
Louisiana,LA,22,2009,-1.35,412.63,217.32,142.82
Louisiana,LA,22,2010,-1.6,406.05,213.86,140.55
Louisiana,LA,22,2011,-1.23,401.03,211.21,138.81
Louisiana,LA,22,2012,0.56,403.28,212.4,139.59
Louisiana,LA,22,2013,1.27,408.42,215.1,141.37
Louisiana,LA,22,2014,2.57,418.91,220.63,145
Louisiana,LA,22,2015,3.04,431.65,227.34,149.41
Louisiana,LA,22,2016,3.27,445.79,234.78,154.3
Louisiana,LA,22,2017,2.48,456.83,240.6,158.12
Louisiana,LA,22,2018,2.06,466.23,245.55,161.38
Louisiana,LA,22,2019,2.05,475.78,250.58,164.68
Louisiana,LA,22,2020,2.31,486.75,256.36,168.48
Maine,ME,23,1975,0,100,32.2,27.28
Maine,ME,23,1976,-1.89,98.11,31.59,26.77
Maine,ME,23,1977,17.59,115.38,37.15,31.48
Maine,ME,23,1978,6.65,123.05,39.62,33.57
Maine,ME,23,1979,10.95,136.52,43.96,37.25
Maine,ME,23,1980,5.11,143.5,46.2,39.15
Maine,ME,23,1981,10.49,158.55,51.05,43.26
Maine,ME,23,1982,-0.46,157.82,50.81,43.06
Maine,ME,23,1983,6.02,167.32,53.87,45.65
Maine,ME,23,1984,14.24,191.15,61.55,52.16
Maine,ME,23,1985,10.83,211.86,68.21,57.8
Maine,ME,23,1986,11.65,236.53,76.16,64.54
Maine,ME,23,1987,13.13,267.58,86.15,73.01
Maine,ME,23,1988,13.23,302.99,97.55,82.67
Maine,ME,23,1989,4.65,317.08,102.09,86.52
Maine,ME,23,1990,-2.05,310.59,100,84.74
Maine,ME,23,1991,-3.31,300.31,96.69,81.94
Maine,ME,23,1992,-0.91,297.58,95.81,81.19
Maine,ME,23,1993,-1.65,292.67,94.23,79.85
Maine,ME,23,1994,-1.06,289.57,93.23,79.01
Maine,ME,23,1995,0.71,291.64,93.9,79.57
Maine,ME,23,1996,2.58,299.17,96.32,81.63
Maine,ME,23,1997,2.26,305.93,98.5,83.47
Maine,ME,23,1998,3.69,317.22,102.14,86.55
Maine,ME,23,1999,5.53,334.77,107.79,91.34
Maine,ME,23,2000,9.48,366.5,118,100
Maine,ME,23,2001,8.55,397.85,128.1,108.55
Maine,ME,23,2002,8.3,430.86,138.72,117.56
Maine,ME,23,2003,6.44,458.59,147.65,125.13
Maine,ME,23,2004,11.46,511.13,164.57,139.46
Maine,ME,23,2005,11.06,567.66,182.77,154.89
Maine,ME,23,2006,4.08,590.8,190.22,161.2
Maine,ME,23,2007,0.94,596.38,192.02,162.72
Maine,ME,23,2008,-1.24,588.98,189.64,160.7
Maine,ME,23,2009,-5.55,556.29,179.11,151.78
Maine,ME,23,2010,-4.01,534.01,171.94,145.7
Maine,ME,23,2011,-1.98,523.41,168.52,142.81
Maine,ME,23,2012,-2.34,511.17,164.58,139.47
Maine,ME,23,2013,0.64,514.45,165.64,140.37
Maine,ME,23,2014,1.77,523.57,168.57,142.86
Maine,ME,23,2015,2.37,536,172.58,146.25
Maine,ME,23,2016,3.64,555.49,178.85,151.56
Maine,ME,23,2017,4.88,582.6,187.58,158.96
Maine,ME,23,2018,5.75,616.11,198.37,168.1
Maine,ME,23,2019,4.12,641.5,206.54,175.03
Maine,ME,23,2020,5.3,675.48,217.49,184.31
Maryland,MD,24,1975,0,100,32.34,27.25
Maryland,MD,24,1976,8.7,108.7,35.16,29.62
Maryland,MD,24,1977,6.47,115.73,37.43,31.53
Maryland,MD,24,1978,13.32,131.15,42.42,35.73
Maryland,MD,24,1979,13.13,148.37,47.99,40.43
Maryland,MD,24,1980,9.69,162.74,52.64,44.34
Maryland,MD,24,1981,7.91,175.62,56.8,47.85
Maryland,MD,24,1982,-3.18,170.05,55,46.33
Maryland,MD,24,1983,6.64,181.33,58.65,49.41
Maryland,MD,24,1984,6.07,192.34,62.21,52.41
Maryland,MD,24,1985,5.14,202.22,65.41,55.1
Maryland,MD,24,1986,6.52,215.41,69.67,58.69
Maryland,MD,24,1987,9.37,235.6,76.2,64.19
Maryland,MD,24,1988,14.73,270.3,87.43,73.65
Maryland,MD,24,1989,10.14,297.72,96.29,81.12
Maryland,MD,24,1990,3.85,309.17,100,84.24
Maryland,MD,24,1991,1.5,313.8,101.5,85.5
Maryland,MD,24,1992,1.18,317.51,102.7,86.51
Maryland,MD,24,1993,0.05,317.68,102.75,86.56
Maryland,MD,24,1994,0.02,317.73,102.77,86.57
Maryland,MD,24,1995,0.51,319.35,103.29,87.01
Maryland,MD,24,1996,1.47,324.05,104.81,88.29
Maryland,MD,24,1997,0.84,326.77,105.69,89.03
Maryland,MD,24,1998,2.08,333.56,107.89,90.88
Maryland,MD,24,1999,3.05,343.72,111.17,93.65
Maryland,MD,24,2000,6.78,367.02,118.71,100
Maryland,MD,24,2001,7.66,395.11,127.8,107.66
Maryland,MD,24,2002,9.59,433.01,140.05,117.98
Maryland,MD,24,2003,7.59,465.89,150.69,126.94
Maryland,MD,24,2004,16.64,543.41,175.76,148.06
Maryland,MD,24,2005,21.49,660.2,213.54,179.88
Maryland,MD,24,2006,12.31,741.45,239.82,202.02
Maryland,MD,24,2007,1.79,754.74,244.12,205.64
Maryland,MD,24,2008,-6.02,709.29,229.41,193.26
Maryland,MD,24,2009,-10.99,631.37,204.21,172.03
Maryland,MD,24,2010,-5.32,597.79,193.35,162.88
Maryland,MD,24,2011,-4.05,573.57,185.52,156.28
Maryland,MD,24,2012,-1.83,563.05,182.12,153.41
Maryland,MD,24,2013,1.64,572.27,185.1,155.93
