CO,1985,2,125.58
CO,1985,3,126.58
CO,1985,4,124.26
CO,1986,1,128.78
CO,1986,2,129.53
CO,1986,3,128.66
CO,1986,4,127.96
CO,1987,1,129.73
CO,1987,2,128.2
CO,1987,3,125.47
CO,1987,4,124.35
CO,1988,1,125.35
CO,1988,2,125.08
CO,1988,3,123.85
CO,1988,4,123.38
CO,1989,1,123.47
CO,1989,2,124.39
CO,1989,3,126.91
CO,1989,4,126.42
CO,1990,1,127.06
CO,1990,2,128.08
CO,1990,3,129.06
CO,1990,4,129.33
CO,1991,1,130.81
CO,1991,2,132.47
CO,1991,3,133.64
CO,1991,4,135.89
CO,1992,1,137.8
CO,1992,2,140.87
CO,1992,3,143.95
CO,1992,4,146.64
CO,1993,1,149.33
CO,1993,2,152.99
CO,1993,3,157.32
CO,1993,4,161.25
CO,1994,1,165.93
CO,1994,2,173.57
CO,1994,3,177.9
CO,1994,4,179.37
CO,1995,1,182.68
CO,1995,2,186.27
CO,1995,3,190.01
CO,1995,4,192.89
CO,1996,1,195.25
CO,1996,2,197.77
CO,1996,3,199.98
CO,1996,4,202.71
CO,1997,1,204.85
CO,1997,2,207.53
CO,1997,3,210.83
CO,1997,4,214.11
CO,1998,1,217.13
CO,1998,2,219.73
CO,1998,3,223.77
CO,1998,4,226.51
CO,1999,1,230.89
CO,1999,2,237.99
CO,1999,3,245.83
CO,1999,4,250.08
CO,2000,1,259.54
CO,2000,2,265.86
CO,2000,3,272.85
CO,2000,4,278.97
CO,2001,1,286.8
CO,2001,2,292.62
CO,2001,3,298.02
CO,2001,4,300.46
CO,2002,1,303.96
CO,2002,2,307.31
CO,2002,3,311.67
CO,2002,4,313.6
CO,2003,1,314.49
CO,2003,2,315.85
CO,2003,3,317.25
CO,2003,4,320.93
CO,2004,1,323.3
CO,2004,2,325.79
CO,2004,3,330.38
CO,2004,4,333.58
CO,2005,1,337.08
CO,2005,2,342.06
CO,2005,3,347.43
CO,2005,4,350.73
CO,2006,1,351.79
CO,2006,2,353.71
CO,2006,3,355.28
CO,2006,4,358.59
CO,2007,1,359.49
CO,2007,2,360.44
CO,2007,3,358.14
CO,2007,4,358.98
CO,2008,1,360.87
CO,2008,2,358.71
CO,2008,3,351.69
CO,2008,4,352.74
CO,2009,1,359.21
CO,2009,2,353.41
CO,2009,3,345.03
CO,2009,4,344.07
CO,2010,1,340.24
CO,2010,2,336.28
CO,2010,3,340.53
CO,2010,4,339.01
CO,2011,1,330.5
CO,2011,2,324.63
CO,2011,3,327.94
CO,2011,4,330.85
CO,2012,1,329.13
CO,2012,2,329.99
CO,2012,3,335.43
CO,2012,4,338.4
CO,2013,1,342.54
CO,2013,2,349.6
CO,2013,3,358.19
CO,2013,4,361.3
CO,2014,1,366.5
CO,2014,2,378.98
CO,2014,3,387.4
CO,2014,4,393.18
CO,2015,1,400.62
CO,2015,2,417.3
CO,2015,3,432.36
CO,2015,4,438.38
CO,2016,1,446.2
CO,2016,2,461.83
CO,2016,3,474.39
CO,2016,4,481.23
CO,2017,1,489.57
CO,2017,2,506.85
CO,2017,3,514.81
CO,2017,4,522.23
CO,2018,1,535.9
CO,2018,2,549.72
CO,2018,3,557.95
CO,2018,4,559.74
CO,2019,1,567.5
CO,2019,2,576.29
CO,2019,3,581.52
CO,2019,4,586.38
CO,2020,1,592.53
CO,2020,2,599.64
CO,2020,3,609.04
CO,2020,4,621.55
CO,2021,1,637.7
CO,2021,2,683.39
CO,2021,3,723.94
